staff_id,department_id,first_name,last_name,position,hire_date,salary_annual,email
STF270,DEP075,Anna,Jackson,Head of Department,1991-11-29,46827.82,anna.jackson.9287@museum.org
STF271,DEP075,Timur,Hill,Curator,1993-05-03,90020.73,timur.hill.4594@museum.org
STF272,DEP075,Ayan,Nazarov,Director,1991-06-24,42038.68,ayan.nazarov.5153@museum.org
STF273,DEP076,Olivia,Allen,Archivist,1996-06-20,96464.17,olivia.allen.6526@museum.org
STF274,DEP076,Sophia,Green,Assistant Curator,2015-04-19,47844.86,sophia.green.6376@museum.org
STF275,DEP076,Ayan,Adams,Education Specialist,2023-11-23,95275.79,ayan.adams.1285@museum.org
STF276,DEP076,Alina,Nelson,Head of Department,1994-05-20,66523.38,alina.nelson.1246@museum.org
STF277,DEP076,Daniel,Perez,Exhibition Designer,1991-05-01,85241.68,daniel.perez.7382@museum.org
STF278,DEP077,Aruzhan,King,Head of Department,2014-10-22,114408.57,aruzhan.king.7076@museum.org
STF279,DEP077,Noah,Mitchell,Senior Curator,2017-10-01,53061.05,noah.mitchell.4038@museum.org
STF280,DEP077,Sophia,Thomas,Conservator,1996-12-01,61100.0,sophia.thomas.2528@museum.org
STF281,DEP077,Sofia,Baker,Exhibition Designer,1994-10-12,33694.44,sofia.baker.5051@museum.org
STF282,DEP077,Dana,Carter,Conservator,1994-08-02,37588.17,dana.carter.3071@museum.org
STF283,DEP078,Aigerim,Suleimenova,Tour Guide,2014-11-19,73681.88,aigerim.suleimenova.1693@museum.org
STF284,DEP078,Olivia,Thomas,Head of Department,2014-11-11,33841.1,olivia.thomas.9799@museum.org
STF285,DEP079,David,Mitchell,Curator,2003-02-03,64311.96,david.mitchell.1388@museum.org
STF286,DEP079,Dmitry,Wright,Archivist,2013-05-17,41110.38,dmitry.wright.6238@museum.org
STF287,DEP079,Liam,Harris,Head of Department,2003-07-05,50498.65,liam.harris.2391@museum.org
STF288,DEP080,Sophia,Lee,Head of Department,2002-05-19,65004.72,sophia.lee.7934@museum.org
STF289,DEP080,Sophia,Carter,Conservator,2001-01-23,93485.45,sophia.carter.8124@museum.org
STF290,DEP081,Elena,Young,Security Officer,1994-10-19,37871.5,elena.young.111@museum.org
STF291,DEP081,Chloe,Adams,Archivist,2007-01-16,101387.26,chloe.adams.5400@museum.org
STF292,DEP081,Dana,Adams,Education Specialist,2019-03-16,117551.41,dana.adams.2231@museum.org
STF293,DEP081,Alexander,Baker,Archivist,2021-03-10,44080.89,alexander.baker.5148@museum.org
STF294,DEP081,Noah,Perez,Exhibition Designer,2003-01-28,94813.06,noah.perez.8045@museum.org
STF295,DEP081,Anna,Wright,Head of Department,2006-11-14,51628.51,anna.wright.6438@museum.org
STF296,DEP082,Grace,White,Archivist,1998-12-18,81261.57,grace.white.8940@museum.org
STF297,DEP082,Noah,Sidorov,Curator,2022-08-15,68854.11,noah.sidorov.3435@museum.org
STF298,DEP082,Dana,Scott,Head of Department,1993-02-07,102801.73,dana.scott.6704@museum.org
STF299,DEP082,Aruzhan,Harris,Director,2003-08-02,47992.01,aruzhan.harris.2526@museum.org
STF300,DEP083,Aigerim,Mitchell,Senior Curator,2010-02-22,119116.56,aigerim.mitchell.7852@museum.org
STF301,DEP083,Maria,Perez,Tour Guide,2012-09-22,112732.1,maria.perez.6854@museum.org
STF302,DEP083,Ayan,Brown,Head of Department,2021-06-22,110072.64,ayan.brown.8797@museum.org
STF303,DEP084,Elena,Thomas,Head of Department,2001-02-19,87472.16,elena.thomas.5817@museum.org
STF304,DEP084,Liam,Brown,Archivist,2018-12-08,89359.83,liam.brown.6548@museum.org
STF305,DEP085,Daniel,Kenzhebayev,Head of Department,1990-06-22,34367.62,daniel.kenzhebayev.3638@museum.org
STF306,DEP085,Alina,Ivanov,Tour Guide,2016-01-16,90328.12,alina.ivanov.3622@museum.org
STF307,DEP085,Dana,Carter,Education Specialist,2010-10-09,98372.51,dana.carter.9644@museum.org
STF308,DEP086,Alina,Martin,Head of Department,1991-02-07,70863.25,alina.martin.4841@museum.org
STF309,DEP086,Arman,Thomas,Senior Curator,2022-10-02,38459.14,arman.thomas.5111@museum.org
STF310,DEP086,Daniel,Nurlybay,Registrar,2013-05-17,70877.97,daniel.nurlybay.7802@museum.org
STF311,DEP087,Charlotte,Suleimenova,Head of Department,2021-04-03,67982.48,charlotte.suleimenova.1101@museum.org
STF312,DEP087,Alexander,Brown,Deputy Director,1995-03-01,27145.59,alexander.brown.5621@museum.org
STF313,DEP087,Charlotte,Lee,Deputy Director,2000-12-10,74019.42,charlotte.lee.9043@museum.org
STF314,DEP087,Liam,Adams,Tour Guide,2009-02-15,116053.95,liam.adams.3799@museum.org
STF315,DEP087,Chloe,Walker,Assistant Curator,2018-09-24,87444.25,chloe.walker.6482@museum.org
STF316,DEP088,Olivia,Young,Head of Department,2016-07-25,65807.52,olivia.young.73@museum.org
STF317,DEP088,Elijah,Allen,Conservator,2023-10-01,91857.18,elijah.allen.1026@museum.org
STF318,DEP088,Anna,Jackson,Tour Guide,1998-05-22,59750.34,anna.jackson.3229@museum.org
STF319,DEP088,Maksat,White,Conservator,2020-02-01,106950.47,maksat.white.8647@museum.org
STF320,DEP089,David,Mitchell,Archivist,2007-08-11,80765.45,david.mitchell.5701@museum.org
STF321,DEP089,Emily,Nurlybay,Archivist,1997-09-27,102305.13,emily.nurlybay.4874@museum.org
STF322,DEP089,Oleg,Thomas,Director,1996-01-04,54752.65,oleg.thomas.3909@museum.org
STF323,DEP089,Alexander,White,Assistant Curator,2006-09-30,90876.47,alexander.white.8370@museum.org
STF324,DEP089,Sofia,Roberts,Head of Department,1996-03-08,79606.57,sofia.roberts.6932@museum.org
STF325,DEP089,Noah,Tlegenova,Director,2014-02-08,90876.13,noah.tlegenova.2839@museum.org
STF326,DEP090,Dmitry,Lee,Security Officer,2002-12-16,38328.17,dmitry.lee.5155@museum.org
STF327,DEP090,Dana,Taylor,Exhibition Designer,1990-06-07,71037.85,dana.taylor.3197@museum.org
STF328,DEP090,Sofia,Sidorov,Head of Department,2019-04-18,72022.14,sofia.sidorov.8057@museum.org
STF329,DEP091,Arman,Suleimenova,Head of Department,1997-07-03,32853.71,arman.suleimenova.506@museum.org
STF330,DEP091,William,Scott,Curator,2002-05-01,46360.12,william.scott.4730@museum.org
STF331,DEP092,Liam,Nurlybay,Archivist,2023-04-23,98392.03,liam.nurlybay.8116@museum.org
STF332,DEP092,Dmitry,Kim,Senior Curator,2015-09-10,35849.63,dmitry.kim.8899@museum.org
STF333,DEP092,Grace,Petrova,Head of Department,2022-04-02,66929.83,grace.petrova.3581@museum.org
STF334,DEP092,Aigerim,Jackson,Deputy Director,2019-04-28,96377.82,aigerim.jackson.4878@museum.org
STF335,DEP092,Ava,Suleimenova,Conservator,2005-08-21,106908.96,ava.suleimenova.1426@museum.org
STF336,DEP093,Dana,White,Registrar,1999-06-01,102016.76,dana.white.9633@museum.org
STF337,DEP093,Emily,Kenzhebayev,Assistant Curator,2017-08-22,38227.32,emily.kenzhebayev.3386@museum.org
STF338,DEP093,Elijah,Taylor,Head of Department,2005-09-26,75566.68,elijah.taylor.9779@museum.org
STF339,DEP093,Ayan,Lee,Exhibition Designer,2021-08-01,52800.3,ayan.lee.9384@museum.org
STF340,DEP093,Lucas,Kim,Director,1994-04-10,37880.95,lucas.kim.6744@museum.org
STF341,DEP094,Isabella,Hill,Head of Department,1995-09-10,91635.52,isabella.hill.2175@museum.org
STF342,DEP094,James,Martin,Deputy Director,2004-06-13,103705.77,james.martin.6435@museum.org
STF343,DEP094,Aruzhan,Martin,Archivist,2018-05-15,50528.13,aruzhan.martin.6787@museum.org
STF344,DEP094,Sofia,Suleimenova,Senior Curator,2018-06-04,100486.87,sofia.suleimenova.1526@museum.org
STF345,DEP095,Chloe,Kim,Deputy Director,2002-06-25,90996.84,chloe.kim.6047@museum.org
STF346,DEP095,Maksat,Tlegenova,Exhibition Designer,2016-02-08,25234.94,maksat.tlegenova.1527@museum.org
STF347,DEP095,Maksat,Nelson,Head of Department,2013-12-22,62783.01,maksat.nelson.7040@museum.org
STF348,DEP095,Elijah,Tlegenova,Conservator,2004-06-25,103692.64,elijah.tlegenova.5534@museum.org
STF349,DEP095,Dmitry,Nazarov,Assistant Curator,2015-05-25,105980.14,dmitry.nazarov.5632@museum.org
STF350,DEP096,Isabella,Brown,Senior Curator,2018-02-02,99469.53,isabella.brown.7530@museum.org
STF351,DEP096,Olivia,White,Head of Department,2009-10-18,68369.22,olivia.white.7010@museum.org
STF352,DEP096,Oliver,Harris,Director,2003-07-17,40102.86,oliver.harris.4490@museum.org
STF353,DEP096,Mia,Carter,Conservator,1993-09-12,60325.16,mia.carter.2712@museum.org
STF354,DEP097,Isabella,Perez,Director,2003-09-15,93968.89,isabella.perez.3837@museum.org
STF355,DEP097,Aigerim,Thomas,Deputy Director,1994-04-09,25103.2,aigerim.thomas.7813@museum.org
STF356,DEP097,Sophia,Harris,Head of Department,2000-02-23,74347.2,sophia.harris.7292@museum.org
STF357,DEP097,Emma,Smith,Deputy Director,2005-05-31,102625.36,emma.smith.6920@museum.org
STF358,DEP098,Harper,Akhanov,Senior Curator,2000-04-09,61391.64,harper.akhanov.1679@museum.org
STF359,DEP098,Charlotte,Baker,Exhibition Designer,2003-06-04,38027.28,charlotte.baker.2182@museum.org
STF360,DEP098,Evelyn,Anderson,Head of Department,2015-04-08,25805.1,evelyn.anderson.2689@museum.org
STF361,DEP099,Dana,Nelson,Head of Department,1999-07-23,84667.6,dana.nelson.2481@museum.org
STF362,DEP100,Arman,Suleimenova,Registrar,1993-11-21,110176.33,arman.suleimenova.2294@museum.org
STF363,DEP100,Amelia,Mitchell,Head of Department,2009-04-06,54877.85,amelia.mitchell.2291@museum.org
STF364,DEP101,James,Hill,Head of Department,1993-10-12,48575.87,james.hill.9847@museum.org
STF365,DEP102,Elena,Scott,Deputy Director,1991-03-16,105549.75,elena.scott.4943@museum.org
STF366,DEP102,Elijah,Ivanov,Archivist,2012-11-09,42921.42,elijah.ivanov.6419@museum.org
STF367,DEP102,Henry,Taylor,Registrar,2012-03-14,61659.13,henry.taylor.3950@museum.org
STF368,DEP102,Aruzhan,Anderson,Head of Department,1990-07-17,118753.84,aruzhan.anderson.5186@museum.org
STF369,DEP103,Harper,Mitchell,Head of Department,2008-11-17,59714.18,harper.mitchell.2831@museum.org
STF370,DEP103,Timur,Anderson,Curator,2016-05-07,31415.59,timur.anderson.4296@museum.org
STF371,DEP103,Elijah,Brown,Curator,2007-11-08,73128.01,elijah.brown.8210@museum.org
STF372,DEP104,Arman,Kenzhebayev,Deputy Director,2008-01-17,32830.64,arman.kenzhebayev.8792@museum.org
STF373,DEP104,Ayan,Martin,Conservator,1993-10-01,54441.15,ayan.martin.8378@museum.org
STF374,DEP104,Elijah,Martin,Tour Guide,2004-08-28,62119.49,elijah.martin.1084@museum.org
STF375,DEP104,Alexander,Kenzhebayev,Head of Department,2000-09-14,30501.06,alexander.kenzhebayev.1413@museum.org
STF376,DEP105,Aigerim,White,Head of Department,2017-06-19,82839.08,aigerim.white.5068@museum.org
STF377,DEP105,Noah,White,Curator,2021-10-03,38035.12,noah.white.186@museum.org
STF378,DEP105,Liam,Tlegenova,Exhibition Designer,2013-06-17,74136.17,liam.tlegenova.4248@museum.org
STF379,DEP105,Liam,Carter,Assistant Curator,2023-08-20,99206.78,liam.carter.4404@museum.org
STF380,DEP105,Amelia,Johnson,Exhibition Designer,2009-04-05,50838.16,amelia.johnson.1047@museum.org
STF381,DEP105,Benjamin,Nazarov,Director,1993-06-16,72134.02,benjamin.nazarov.8369@museum.org
STF382,DEP106,Grace,Taylor,Security Officer,2015-06-06,40853.73,grace.taylor.2578@museum.org
STF383,DEP106,Benjamin,Jackson,Archivist,2020-03-28,93663.95,benjamin.jackson.3743@museum.org
STF384,DEP106,Alina,Smith,Head of Department,1990-07-21,48232.39,alina.smith.7730@museum.org
STF385,DEP107,Grace,Mitchell,Assistant Curator,1998-01-11,113460.21,grace.mitchell.580@museum.org
STF386,DEP107,Dmitry,Roberts,Registrar,2004-06-08,48585.0,dmitry.roberts.5242@museum.org
STF387,DEP107,Lucas,Anderson,Head of Department,2006-09-22,36343.09,lucas.anderson.863@museum.org
STF388,DEP108,Noah,King,Tour Guide,1992-01-23,115637.54,noah.king.1130@museum.org
STF389,DEP108,Maksat,Scott,Head of Department,2004-09-06,33206.62,maksat.scott.7484@museum.org
STF390,DEP108,Emma,Carter,Registrar,2003-01-30,78561.64,emma.carter.4980@museum.org
STF391,DEP108,Oleg,Wright,Security Officer,2006-07-09,81210.64,oleg.wright.8084@museum.org
STF392,DEP108,Oliver,Petrova,Registrar,1996-10-02,25605.9,oliver.petrova.6719@museum.org
STF393,DEP109,Olivia,King,Head of Department,2005-07-16,85414.47,olivia.king.158@museum.org
STF394,DEP109,Daniel,Smith,Director,2006-11-17,105655.57,daniel.smith.5039@museum.org
STF395,DEP109,Charlotte,Allen,Tour Guide,2000-09-07,64882.5,charlotte.allen.982@museum.org
STF396,DEP110,Evelyn,Hill,Senior Curator,1991-12-21,112521.07,evelyn.hill.8516@museum.org
STF397,DEP110,Arman,Carter,Head of Department,2023-07-20,33065.73,arman.carter.1566@museum.org
STF398,DEP111,Alina,Harris,Head of Department,2007-09-10,32108.9,alina.harris.9304@museum.org
STF399,DEP111,Isabella,Kenzhebayev,Director,1995-11-12,47493.31,isabella.kenzhebayev.4277@museum.org
STF400,DEP111,David,Perez,Deputy Director,2022-12-27,55993.9,david.perez.7418@museum.org
STF401,DEP112,Lucas,King,Head of Department,1999-02-04,37930.63,lucas.king.9580@museum.org
STF402,DEP112,Charlotte,Martin,Senior Curator,1997-05-17,67708.84,charlotte.martin.5146@museum.org
STF403,DEP113,Arman,White,Tour Guide,2006-01-27,116640.3,arman.white.3402@museum.org
STF404,DEP113,Dana,Green,Head of Department,2001-11-20,105985.81,dana.green.1482@museum.org
STF405,DEP113,Liam,Green,Deputy Director,2021-04-05,82313.74,liam.green.3523@museum.org
STF406,DEP113,David,Martin,Senior Curator,2021-11-25,48580.78,david.martin.5829@museum.org
STF407,DEP113,Chloe,Kim,Curator,2020-05-17,53389.87,chloe.kim.2849@museum.org
STF408,DEP113,Olivia,Perez,Security Officer,2014-12-09,96067.45,olivia.perez.4094@museum.org
STF409,DEP113,Charlotte,Nurlybay,Senior Curator,1996-04-09,36538.06,charlotte.nurlybay.1011@museum.org
STF410,DEP114,William,Harris,Registrar,2007-12-21,60362.78,william.harris.1377@museum.org
STF411,DEP114,Maria,Lopez,Head of Department,1990-12-24,119730.34,maria.lopez.3240@museum.org
STF412,DEP114,Dana,Harris,Senior Curator,2004-11-15,36640.13,dana.harris.7553@museum.org
STF413,DEP114,Isabella,Lee,Archivist,2009-06-06,103060.11,isabella.lee.6472@museum.org
STF414,DEP114,Aruzhan,Johnson,Education Specialist,2020-08-24,65533.08,aruzhan.johnson.5800@museum.org
STF415,DEP115,Elijah,Walker,Conservator,2002-07-22,67371.09,elijah.walker.2436@museum.org
STF416,DEP115,Ava,Wright,Head of Department,2003-03-29,72394.7,ava.wright.9023@museum.org
STF417,DEP115,Timur,Taylor,Senior Curator,2002-07-20,61386.45,timur.taylor.6869@museum.org
STF418,DEP115,Oliver,Ivanov,Registrar,2018-04-18,119438.29,oliver.ivanov.8908@museum.org
STF419,DEP116,Olivia,Mitchell,Head of Department,2006-02-09,70570.02,olivia.mitchell.7941@museum.org
STF420,DEP116,Emily,Nazarov,Tour Guide,2004-06-05,61896.22,emily.nazarov.2947@museum.org
STF421,DEP116,Olivia,Baker,Archivist,1999-10-29,27783.83,olivia.baker.4603@museum.org
STF422,DEP116,Isabella,Akhanov,Tour Guide,2006-01-13,97850.01,isabella.akhanov.3814@museum.org
STF423,DEP116,Liam,Jackson,Registrar,2019-06-20,47909.52,liam.jackson.8744@museum.org
STF424,DEP116,Isabella,King,Archivist,2007-06-04,58706.44,isabella.king.2847@museum.org
STF425,DEP117,Noah,Wright,Archivist,2004-04-07,101589.97,noah.wright.5879@museum.org
STF426,DEP117,Maria,Johnson,Deputy Director,2021-06-04,58409.8,maria.johnson.9301@museum.org
STF427,DEP117,Anna,Martin,Archivist,1998-06-12,104486.2,anna.martin.8065@museum.org
STF428,DEP117,Ayan,Green,Assistant Curator,2012-01-01,28606.56,ayan.green.921@museum.org
STF429,DEP117,William,King,Head of Department,2013-08-13,70408.95,william.king.5436@museum.org
STF430,DEP118,Oleg,Young,Head of Department,2005-04-14,93109.08,oleg.young.5302@museum.org
STF431,DEP118,Isabella,Johnson,Assistant Curator,2016-04-25,91946.15,isabella.johnson.2321@museum.org
STF432,DEP119,Amelia,Ivanov,Exhibition Designer,1993-04-03,60491.12,amelia.ivanov.6482@museum.org
STF433,DEP119,Maria,Jackson,Exhibition Designer,2003-07-16,55647.3,maria.jackson.2581@museum.org
STF434,DEP119,Aigerim,Tlegenova,Director,2004-03-26,41549.25,aigerim.tlegenova.9208@museum.org
STF435,DEP119,Oleg,Nelson,Head of Department,2019-11-09,80950.26,oleg.nelson.2873@museum.org
STF436,DEP119,Sofia,Green,Deputy Director,2020-11-19,52979.14,sofia.green.2912@museum.org
STF437,DEP119,Emma,Nazarov,Education Specialist,2015-06-16,28076.36,emma.nazarov.9870@museum.org
STF438,DEP120,David,King,Director,2015-05-15,34890.47,david.king.8130@museum.org
STF439,DEP120,Evelyn,Adams,Deputy Director,1993-06-28,47609.61,evelyn.adams.5235@museum.org
STF440,DEP120,Liam,Thomas,Deputy Director,2020-01-21,85714.76,liam.thomas.5501@museum.org
STF441,DEP120,Dana,Smith,Head of Department,1999-05-29,48706.38,dana.smith.1111@museum.org
STF442,DEP121,Emily,Lopez,Senior Curator,2022-04-26,25121.71,emily.lopez.6324@museum.org
STF443,DEP121,Dana,Roberts,Assistant Curator,2008-07-28,71842.79,dana.roberts.6205@museum.org
STF444,DEP121,Emily,Petrova,Education Specialist,1994-07-20,103736.66,emily.petrova.9471@museum.org
STF445,DEP121,William,Lee,Security Officer,1993-04-22,100923.48,william.lee.548@museum.org
STF446,DEP121,Henry,Johnson,Head of Department,2001-09-18,115407.9,henry.johnson.1216@museum.org
STF447,DEP122,Daniel,Lee,Education Specialist,1997-03-21,94538.58,daniel.lee.8963@museum.org
STF448,DEP122,Mia,Adams,Archivist,2017-07-11,109856.49,mia.adams.508@museum.org
STF449,DEP122,Aigerim,Lee,Archivist,2009-06-23,39924.86,aigerim.lee.1660@museum.org
STF450,DEP122,Daniel,Allen,Registrar,2008-05-11,91233.69,daniel.allen.8850@museum.org
STF451,DEP122,Benjamin,Scott,Conservator,2000-08-27,34112.01,benjamin.scott.6438@museum.org
STF452,DEP122,Anna,Sidorov,Head of Department,1996-11-21,30177.96,anna.sidorov.63@museum.org
STF453,DEP123,Aigerim,Thomas,Conservator,2019-09-12,84383.64,aigerim.thomas.7870@museum.org
STF454,DEP123,Oliver,Jackson,Head of Department,1999-04-14,41229.06,oliver.jackson.4782@museum.org
STF455,DEP123,Mia,Akhanov,Senior Curator,2003-11-01,99563.27,mia.akhanov.7716@museum.org
STF456,DEP124,Aruzhan,Lopez,Head of Department,2018-10-17,76691.97,aruzhan.lopez.3030@museum.org
STF457,DEP124,Grace,Mitchell,Exhibition Designer,1998-05-15,67348.65,grace.mitchell.4314@museum.org
STF458,DEP125,Dana,Nurlybay,Head of Department,2000-02-24,104522.48,dana.nurlybay.9245@museum.org
STF459,DEP125,Isabella,Martin,Deputy Director,2019-12-10,34186.75,isabella.martin.5633@museum.org
STF460,DEP126,Ayan,Roberts,Archivist,2000-03-16,77592.18,ayan.roberts.6343@museum.org
STF461,DEP126,Nursultan,Roberts,Tour Guide,2020-10-26,107354.93,nursultan.roberts.7780@museum.org
STF462,DEP126,Anna,Wright,Head of Department,2003-05-29,32500.73,anna.wright.569@museum.org
STF463,DEP127,Alina,Nazarov,Head of Department,2015-08-21,89365.81,alina.nazarov.2416@museum.org
STF464,DEP127,Amelia,Suleimenova,Assistant Curator,1997-07-01,117355.66,amelia.suleimenova.3158@museum.org
STF465,DEP127,Harper,Brown,Education Specialist,1993-07-07,118886.59,harper.brown.7134@museum.org
STF466,DEP127,Oliver,Martin,Archivist,2001-07-27,55376.2,oliver.martin.1098@museum.org
STF467,DEP127,Mia,Mitchell,Tour Guide,2007-10-29,77445.15,mia.mitchell.4526@museum.org
STF468,DEP128,Nursultan,Nurlybay,Curator,2021-06-02,84190.5,nursultan.nurlybay.8562@museum.org
STF469,DEP128,Arman,White,Education Specialist,1996-09-17,39078.98,arman.white.9633@museum.org
STF470,DEP128,Maria,Jackson,Senior Curator,2015-03-30,99056.75,maria.jackson.4688@museum.org
STF471,DEP128,Ayan,Nelson,Education Specialist,2001-11-06,61389.13,ayan.nelson.7956@museum.org
STF472,DEP128,Anna,Akhanov,Head of Department,1997-09-22,51164.34,anna.akhanov.2357@museum.org
STF473,DEP128,Oleg,Perez,Curator,2007-10-03,109509.55,oleg.perez.5432@museum.org
STF474,DEP129,James,Taylor,Head of Department,2011-04-26,112479.32,james.taylor.6103@museum.org
STF475,DEP130,Olivia,Adams,Conservator,2003-12-13,51632.93,olivia.adams.8055@museum.org
STF476,DEP130,Charlotte,King,Assistant Curator,2003-06-25,117550.85,charlotte.king.7260@museum.org
STF477,DEP130,David,Hill,Head of Department,2008-09-11,82473.02,david.hill.1463@museum.org
STF478,DEP130,Oliver,Suleimenova,Registrar,2008-04-07,95389.76,oliver.suleimenova.8463@museum.org
STF479,DEP131,Grace,Taylor,Head of Department,1997-02-17,31233.61,grace.taylor.8304@museum.org
STF480,DEP131,Chloe,Harris,Tour Guide,2015-07-06,27750.08,chloe.harris.3159@museum.org
STF481,DEP131,Oliver,Taylor,Registrar,1991-06-26,68362.62,oliver.taylor.5905@museum.org
STF482,DEP132,Oliver,Hill,Exhibition Designer,2010-10-28,72987.01,oliver.hill.2030@museum.org
STF483,DEP132,Olivia,Wright,Exhibition Designer,2011-12-05,81434.14,olivia.wright.2910@museum.org
STF484,DEP132,Timur,Sidorov,Head of Department,2005-06-11,40533.79,timur.sidorov.4238@museum.org
STF485,DEP133,Mia,Scott,Head of Department,2007-05-05,29716.85,mia.scott.9376@museum.org
STF486,DEP133,Elijah,King,Director,2000-02-06,89381.05,elijah.king.4409@museum.org
STF487,DEP134,Arman,Kim,Head of Department,2020-08-08,25845.31,arman.kim.2168@museum.org
STF488,DEP134,Noah,Smith,Registrar,2001-04-28,82792.67,noah.smith.5005@museum.org
STF489,DEP134,Lucas,Kenzhebayev,Education Specialist,2005-08-23,68604.81,lucas.kenzhebayev.3576@museum.org
STF490,DEP135,Maksat,Green,Director,2013-05-10,103309.53,maksat.green.6507@museum.org
STF491,DEP135,Maria,Jackson,Curator,2012-12-11,119945.79,maria.jackson.6132@museum.org
STF492,DEP135,Dmitry,Scott,Conservator,2020-09-13,35269.93,dmitry.scott.1046@museum.org
STF493,DEP135,Daniel,Hill,Director,2004-08-02,106841.7,daniel.hill.4279@museum.org
STF494,DEP135,Alexander,Young,Assistant Curator,2013-03-16,97720.07,alexander.young.931@museum.org
STF495,DEP135,Elena,Perez,Head of Department,2004-05-03,89671.8,elena.perez.418@museum.org
STF496,DEP135,Aruzhan,Scott,Conservator,2008-10-10,63436.89,aruzhan.scott.579@museum.org
STF497,DEP136,Maria,Nazarov,Registrar,2005-05-24,94022.24,maria.nazarov.3644@museum.org
STF498,DEP136,Ayan,Akhanov,Head of Department,2006-01-30,73194.91,ayan.akhanov.2786@museum.org
STF499,DEP136,Dmitry,Walker,Conservator,1994-05-19,69724.18,dmitry.walker.4238@museum.org
STF500,DEP137,Dmitry,Walker,Director,2005-01-21,87171.29,dmitry.walker.3642@museum.org
STF501,DEP137,Emily,King,Deputy Director,2003-10-11,64944.89,emily.king.5429@museum.org
STF502,DEP137,Grace,Lopez,Archivist,2003-03-11,69057.26,grace.lopez.1930@museum.org
STF503,DEP137,Timur,Taylor,Head of Department,2016-03-06,80129.75,timur.taylor.1167@museum.org
STF504,DEP138,Timur,Young,Tour Guide,1995-05-18,107412.29,timur.young.6254@museum.org
STF505,DEP138,Nursultan,Green,Education Specialist,1992-06-04,107730.67,nursultan.green.2471@museum.org
STF506,DEP138,Harper,Young,Exhibition Designer,2008-05-10,118783.2,harper.young.7497@museum.org
STF507,DEP138,Evelyn,Baker,Deputy Director,1998-02-02,98999.41,evelyn.baker.7989@museum.org
STF508,DEP138,Daniel,Walker,Head of Department,2018-06-18,30511.29,daniel.walker.7407@museum.org
STF509,DEP139,Lucas,Allen,Assistant Curator,2015-11-07,97625.95,lucas.allen.8022@museum.org
STF510,DEP139,Mia,Harris,Archivist,2009-06-15,85181.32,mia.harris.6610@museum.org
STF511,DEP139,Aigerim,Akhanov,Head of Department,1990-03-18,28583.91,aigerim.akhanov.3268@museum.org
STF512,DEP140,Grace,Smith,Head of Department,2023-12-14,104156.72,grace.smith.3123@museum.org
STF513,DEP140,Olivia,Smith,Director,2022-11-28,48638.2,olivia.smith.5642@museum.org
STF514,DEP140,Alexander,Harris,Senior Curator,2007-03-17,72816.97,alexander.harris.5016@museum.org
STF515,DEP140,Liam,Anderson,Curator,2003-05-18,115104.02,liam.anderson.7470@museum.org
STF516,DEP140,Nursultan,Ivanov,Exhibition Designer,2009-06-15,109357.53,nursultan.ivanov.2193@museum.org
STF517,DEP140,Daniel,Tlegenova,Exhibition Designer,2023-08-25,42900.47,daniel.tlegenova.6610@museum.org
STF518,DEP140,Olivia,King,Registrar,2022-08-14,118563.55,olivia.king.3461@museum.org
STF519,DEP141,Olivia,Kim,Assistant Curator,1995-07-11,59826.19,olivia.kim.613@museum.org
STF520,DEP141,Sofia,Lopez,Tour Guide,2017-12-14,29615.76,sofia.lopez.786@museum.org
STF521,DEP141,Charlotte,Johnson,Curator,2020-12-09,36000.03,charlotte.johnson.7280@museum.org
STF522,DEP141,Sofia,White,Head of Department,2001-05-03,70067.65,sofia.white.2509@museum.org
STF523,DEP141,Elijah,Smith,Conservator,2008-11-17,87858.13,elijah.smith.8525@museum.org
STF524,DEP141,Lucas,Harris,Education Specialist,1994-09-15,73600.55,lucas.harris.1929@museum.org
STF525,DEP141,Henry,White,Senior Curator,2012-04-29,43871.43,henry.white.3273@museum.org
STF526,DEP142,Benjamin,Ivanov,Registrar,2006-01-21,91826.49,benjamin.ivanov.4840@museum.org
STF527,DEP142,Liam,Brown,Head of Department,2012-04-07,111483.88,liam.brown.7876@museum.org
STF528,DEP143,Daniel,Wright,Head of Department,1990-07-28,88805.15,daniel.wright.1810@museum.org
STF529,DEP143,Anna,Tlegenova,Assistant Curator,1994-01-15,99054.99,anna.tlegenova.1230@museum.org
STF530,DEP143,Charlotte,Lopez,Director,2000-05-15,68391.37,charlotte.lopez.4851@museum.org
STF531,DEP144,Benjamin,Nurlybay,Curator,1994-06-24,102251.95,benjamin.nurlybay.647@museum.org
STF532,DEP144,Henry,Carter,Director,2004-01-11,65469.54,henry.carter.1899@museum.org
STF533,DEP144,Charlotte,Brown,Head of Department,1996-03-17,88018.73,charlotte.brown.2794@museum.org
STF534,DEP145,Daniel,Nelson,Head of Department,2017-11-22,50489.39,daniel.nelson.1523@museum.org
STF535,DEP145,Grace,Adams,Assistant Curator,1995-02-09,63073.86,grace.adams.7480@museum.org
STF536,DEP145,Lucas,Mitchell,Deputy Director,2011-06-15,100990.41,lucas.mitchell.2733@museum.org
STF537,DEP146,Amelia,Harris,Head of Department,2022-08-02,30571.41,amelia.harris.2612@museum.org
STF538,DEP147,Charlotte,Roberts,Archivist,2011-08-27,101215.15,charlotte.roberts.7179@museum.org
STF539,DEP147,Noah,Mitchell,Exhibition Designer,2017-06-04,27737.54,noah.mitchell.2141@museum.org
